k,t,target_x,target_y,target_vx,target_vy,target_speed,axis_x,axis_y,axis_vx,axis_vy,axis_a,galvo_x,galvo_y,galvo_vx,galvo_vy,galvo_speed,synth_x,synth_y,synth_vx,synth_vy,error_x,error_y,error_vx,error_vy,galvo_in_square,galvo_speed_ok,axis_ok,laser_command,laser_on
69,0.069,4.483754512635379,0.0,65.0,0.0,65.0,4.259472093689906,0.0,59.35672838870855,0.0,-43.897637461424424,0.22428241894547263,0.0,5.643271611291453,0.0,5.643271611291453,4.483754512635379,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
70,0.07,4.548736462093863,0.0,65.0,0.0,65.0,4.318806873259884,0.0,59.31283075124712,0.0,-42.91989851367341,0.2299295888339783,0.0,5.68716924875288,0.0,5.68716924875288,4.548736462093863,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
71,0.07100000000000001,4.613718411552346,0.0,65.0,0.0,65.0,4.378098244061874,0.0,59.269910852733446,0.0,-41.9475830818098,0.2356201674904721,0.0,5.730089147266554,0.0,5.730089147266554,4.613718411552346,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
72,0.07200000000000001,4.67870036101083,0.0,65.0,0.0,65.0,4.437347181123067,0.0,59.22796326965164,0.0,-40.98073205313571,0.2413531798877635,0.0,5.772036730348361,0.0,5.772036730348361,4.67870036101083,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
73,0.073,4.743682310469315,0.0,65.0,0.0,65.0,4.496554654026692,0.0,59.1869825375985,0.0,-40.0193853864736,0.2471276564426228,0.0,5.813017462401497,0.0,5.813017462401497,4.743682310469315,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
74,0.074,4.808664259927799,0.0,65.0,0.0,65.0,4.555721626871597,0.0,59.14696315221203,0.0,-39.06358211739367,0.25294263305620124,0.0,5.853036847787969,0.0,5.853036847787969,4.808664259927799,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
75,0.075,4.873646209386282,0.0,65.0,0.0,65.0,4.6148490582327515,0.0,59.10789957009464,0.0,-38.11336036347952,0.2587971511535301,0.0,5.892100429905362,0.0,5.892100429905362,4.873646209386282,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
76,0.076,4.938628158844765,0.0,65.0,0.0,65.0,4.673937901122665,0.0,59.069786209731156,0.0,-37.16875732963057,0.2646902577221004,0.0,5.930213790268844,0.0,5.930213790268844,4.938628158844765,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
77,0.077,5.003610108303249,0.0,65.0,0.0,65.0,4.732989102953732,0.0,59.032617452401524,0.0,-36.22980931340167,0.2706210053495175,0.0,5.967382547598476,0.0,5.967382547598476,5.003610108303249,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
78,0.078,5.068592057761733,0.0,65.0,0.0,65.0,4.792003605501477,0.0,58.99638764308812,0.0,-35.29655171037705,0.2765884522602562,0.0,6.00361235691188,0.0,6.00361235691188,5.068592057761733,0.0,65.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1
