k,t,target_x,target_y,target_vx,target_vy,target_speed,axis_x,axis_y,axis_vx,axis_vy,axis_a,galvo_x,galvo_y,galvo_vx,galvo_vy,galvo_speed,synth_x,synth_y,synth_vx,synth_vy,error_x,error_y,error_vx,error_vy,galvo_in_square,galvo_speed_ok,axis_ok,laser_command,laser_on
1989,1.9889999999999999,38.74193548387097,1.4483870967741939,51.73266879634371,30.39294291785193,60.0,38.18474684109131,0.0,39.760507278124315,0.0,-303.15897337268507,0.5571886427796571,1.4483870967741939,11.972161518219394,30.39294291785193,32.665939916465575,38.74193548387097,1.4483870967741939,51.73266879634371,30.39294291785193,0.0,0.0,0.0,0.0,1,1,1,1,1
1990,1.99,38.79354838709678,1.478709677419355,51.73266879634371,30.39294291785193,60.0,38.22435576888275,0.0,39.45734830475163,0.0,-307.0886743184504,0.569192618214025,1.478709677419355,12.275320491592076,30.39294291785193,32.77826219278725,38.79354838709678,1.478709677419355,51.73266879634371,30.39294291785193,0.0,0.0,0.0,0.0,1,1,1,1,1
1991,1.9909999999999999,38.84516129032258,1.5090322580645164,51.73266879634371,30.39294291785193,60.0,38.263659572850344,0.0,39.15025963043318,0.0,-310.5779127550994,0.5815017174722357,1.5090322580645164,12.582409165910526,30.39294291785193,32.89449801450381,38.84516129032258,1.5090322580645164,51.73266879634371,30.39294291785193,0.0,0.0,0.0,0.0,1,1,1,1,1
1992,1.992,38.89677419354839,1.5393548387096776,51.73266879634371,30.39294291785193,60.0,38.3026545435244,0.0,38.83968171767808,0.0,-313.4331303434958,0.5941196500239911,1.5393548387096776,12.892987078665627,30.39294291785193,33.014543689387025,38.89677419354839,1.5393548387096776,51.73266879634371,30.39294291785193,0.0,0.0,0.0,0.0,1,1,1,1,1
1993,1.9929999999999999,38.94838709677419,1.5696774193548388,51.73266879634371,30.39294291785193,60.0,38.3413375086769,0.0,38.526248587334585,0.0,-315.371146335221,0.6070495880972899,1.5696774193548388,13.206420209009124,30.39294291785193,33.13820323953504,38.94838709677419,1.5696774193548388,51.73266879634371,30.39294291785193,0.0,0.0,0.0,0.0,1,1,1,1,1
1994,1.994,39.0,1.6,0.0,60.0,60.0,38.37970607169107,0.0,38.21087744099936,0.0,-315.97709774329905,0.6202939283089322,1.6,-38.21087744099936,60.0,71.13417712190866,39.0,1.6,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
1995,1.9949999999999999,39.0,1.6596153846153847,0.0,60.0,60.0,38.4177589605832,0.0,37.89490034325606,0.0,-316.5465744826197,0.5822410394168003,1.6596153846153847,-37.89490034325606,60.0,70.96494537463767,39.0,1.6596153846153847,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
1996,1.996,39.0,1.7192307692307693,0.0,60.0,60.0,38.45549558763921,0.0,37.57835376877344,0.0,-317.07987859789614,0.5445044123607872,1.7192307692307693,-37.57835376877344,60.0,70.79641708427827,39.0,1.7192307692307693,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
1997,1.9969999999999999,39.0,1.778846153846154,0.0,60.0,60.0,38.492915401468686,0.0,37.261273890175545,0.0,-317.57731267324397,0.5070845985313142,1.778846153846154,-37.261273890175545,60.0,70.62862402679723,39.0,1.778846153846154,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
1998,1.998,39.0,1.8384615384615386,0.0,60.0,60.0,38.530017886702524,0.0,36.9436965775023,0.0,-318.03917979765055,0.4699821132974762,1.8384615384615386,-36.9436965775023,60.0,70.46159746138711,39.0,1.8384615384615386,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
1999,1.9989999999999999,39.0,1.8980769230769232,0.0,60.0,60.0,38.566802563690125,0.0,36.62565739770465,0.0,-318.46578353073534,0.4331974363098752,1.8980769230769232,-36.62565739770465,60.0,70.29536812489168,39.0,1.8980769230769232,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2000,2.0,39.0,1.9576923076923078,0.0,60.0,60.0,38.603268988196064,0.0,36.30719161417392,0.0,-318.85742786880263,0.39673101180393644,1.9576923076923078,-36.30719161417392,60.0,70.12996622634536,39.0,1.9576923076923078,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2001,2.001,39.0,2.0173076923076922,0.0,60.0,60.0,38.6394167510963,0.0,35.98833418630512,0.0,-319.21441721117844,0.3605832489037013,2.0173076923076922,-35.98833418630512,60.0,69.96542144163199,39.0,2.0173076923076922,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2002,2.002,39.0,2.076923076923077,0.0,60.0,60.0,38.675245478074,0.0,35.66911976909394,0.0,-319.537056326846,0.3247545219260033,2.076923076923077,-35.66911976909394,60.0,69.80176290826735,39.0,2.076923076923077,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2003,2.003,39.0,2.1365384615384615,0.0,60.0,60.0,38.71075482931493,0.0,35.349582712767095,0.0,-319.82565032136455,0.2892451706850707,2.1365384615384615,-35.349582712767095,60.0,69.6390192203104,39.0,2.1365384615384615,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2004,2.004,39.0,2.1961538461538463,0.0,60.0,60.0,38.74594449920254,0.0,35.02975706244573,0.0,-320.080504604083,0.2540555007974632,2.1961538461538463,-35.02975706244573,60.0,69.47721842340816,39.0,2.1961538461538463,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2005,2.005,39.0,2.2557692307692307,0.0,60.0,60.0,38.78081421601268,0.0,34.70967655784165,0.0,-320.30192485564635,0.2191857839873208,2.2557692307692307,-34.70967655784165,60.0,69.31638800997915,39.0,2.2557692307692307,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2006,2.006,39.0,2.3153846153846156,0.0,60.0,60.0,38.81536374160809,0.0,34.389374632986,0.0,-320.4902169957915,0.18463625839191167,2.3153846153846156,-34.389374632986,60.0,69.15655491454054,39.0,2.3153846153846156,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2007,2.007,39.0,2.375,0.0,60.0,60.0,38.84959287113258,0.0,34.068884415990205,0.0,-320.6456871514388,0.15040712886742114,2.375,-34.068884415990205,60.0,68.99774550918384,39.0,2.375,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2008,2.008,39.0,2.4346153846153844,0.0,60.0,60.0,38.88350143270499,0.0,33.748238728838764,0.0,-320.7686416250676,0.11649856729501096,2.4346153846153844,-33.748238728838764,60.0,68.83998559920457,39.0,2.4346153846153844,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2009,2.009,39.0,2.4942307692307693,0.0,60.0,60.0,38.917089287113015,0.0,33.4274700872137,0.0,-320.85938686339784,0.08291071288698504,2.4942307692307693,-33.4274700872137,60.0,68.68330041889052,39.0,2.4942307692307693,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2010,2.01,39.0,2.5538461538461537,0.0,60.0,60.0,38.950356327506796,0.0,33.1066107003503,0.0,-320.9182294263506,0.049643672493203894,2.5538461538461537,-33.1066107003503,60.0,68.52771462747425,39.0,2.5538461538461537,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2011,2.011,39.0,2.6134615384615385,0.0,60.0,60.0,38.98330247909244,0.0,32.78569247092395,0.0,-320.94547595631127,0.016697520907563046,2.6134615384615385,-32.78569247092395,60.0,68.37325230525457,39.0,2.6134615384615385,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2012,2.012,39.0,2.673076923076923,0.0,60.0,60.0,39.01592769882538,0.0,32.46474699496763,0.0,-320.9414331476804,-0.015927698825379366,2.673076923076923,-32.46474699496763,60.0,68.21993694989214,39.0,2.673076923076923,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2013,2.013,39.0,2.7326923076923073,0.0,60.0,60.0,39.048231975103775,0.0,32.14380556181995,0.0,-320.90640771672105,-0.04823197510377497,2.7326923076923073,-32.14380556181995,60.0,68.0677914728845,39.0,2.7326923076923073,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2014,2.014,39.0,2.792307692307692,0.0,60.0,60.0,39.08021532746174,0.0,31.822899154103233,0.0,-320.8407063716954,-0.08021532746173676,2.792307692307692,-31.822899154103233,60.0,67.91683819622513,39.0,2.792307692307692,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2015,2.015,39.0,2.851923076923077,0.0,60.0,60.0,39.111877806262655,0.0,31.50205844773154,0.0,-320.74463578329886,-0.11187780626265464,2.851923076923077,-31.50205844773154,60.0,67.76709884925202,39.0,2.851923076923077,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2016,2.016,39.0,2.9115384615384614,0.0,60.0,60.0,39.14321949239249,0.0,31.18131381194824,0.0,-320.618502555383,-0.14321949239248966,2.9115384615384614,-31.18131381194824,60.0,67.61859456569024,39.0,2.9115384615384614,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2017,2.017,39.0,2.971153846153846,0.0,60.0,60.0,39.17424049695316,0.0,30.860695309392856,0.0,-320.46261319597613,-0.17424049695316057,2.971153846153846,-30.860695309392856,60.0,67.47134588089364,39.0,2.971153846153846,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2018,2.018,39.0,3.0307692307692307,0.0,60.0,60.0,39.20494096095596,0.0,30.54023269619688,0.0,-320.2772740885925,-0.20494096095595893,3.0307692307692307,-30.54023269619688,60.0,67.32537272929021,39.0,3.0307692307692307,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2019,2.019,39.0,3.0903846153846155,0.0,60.0,60.0,39.23532105501511,0.0,30.21995542210829,0.0,-320.0627914638349,-0.23532105501511325,3.0903846153846155,-30.21995542210829,60.0,67.18069444203604,39.0,3.0903846153846155,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2020,2.02,39.0,3.15,0.0,60.0,60.0,39.26538097904149,0.0,29.899892630644455,0.0,-319.8194713712948,-0.2653809790414883,3.15,-29.899892630644455,60.0,67.03732974488219,39.0,3.15,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2021,2.021,39.0,3.2096153846153848,0.0,60.0,60.0,39.29512096193645,0.0,29.58007315927316,0.0,-319.5476196517401,-0.29512096193644766,3.2096153846153848,-29.58007315927316,60.0,66.89529675625897,39.0,3.2096153846153848,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2022,2.022,39.0,3.269230769230769,0.0,60.0,60.0,39.324541261285894,0.0,29.26052553962142,0.0,-319.24754190959646,-0.3245412612858942,3.269230769230769,-29.26052553962142,60.0,66.75461298558203,39.0,3.269230769230769,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2023,2.023,39.0,3.328846153846154,0.0,60.0,60.0,39.35364216305456,0.0,28.941277997711822,0.0,-318.9195434857218,-0.353642163054559,3.328846153846154,-28.941277997711822,60.0,66.61529533178427,39.0,3.328846153846154,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2024,2.024,39.0,3.388461538461538,0.0,60.0,60.0,39.382423981280525,0.0,28.6223584542261,0.0,-318.5639294304729,-0.38242398128052457,3.388461538461538,-28.6223584542261,60.0,66.47736008207762,39.0,3.388461538461538,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2025,2.025,39.0,3.448076923076923,0.0,60.0,60.0,39.41088705777004,0.0,28.303794524795627,0.0,-318.1810044770637,-0.4108870577700401,3.448076923076923,-28.303794524795627,60.0,66.34082291094866,39.0,3.448076923076923,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2026,2.026,39.0,3.5076923076923077,0.0,60.0,60.0,39.4390317617926,0.0,27.985613520318562,0.0,-317.7710730152115,-0.43903176179259873,3.5076923076923077,-27.985613520318562,60.0,66.20569887939132,39.0,3.5076923076923077,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2027,2.027,39.0,3.567307692307692,0.0,60.0,60.0,39.46685848977641,0.0,27.66784244730335,0.0,-317.3344390650814,-0.4668584897764134,3.567307692307692,-27.66784244730335,60.0,66.07200243438064,39.0,3.567307692307692,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2028,2.028,39.0,3.626923076923077,0.0,60.0,60.0,39.494367665004184,0.0,27.35050800823827,0.0,-316.8714062515155,-0.4943676650041837,3.626923076923077,-27.35050800823827,60.0,65.9397474085904,39.0,3.626923076923077,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2029,2.029,39.0,3.6865384615384618,0.0,60.0,60.0,39.521559737309296,0.0,27.033636601986753,0.0,-316.38227777855565,-0.5215597373092962,3.6865384615384618,-27.033636601986753,60.0,65.80894702035793,39.0,3.6865384615384618,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2030,2.03,39.0,3.7461538461538457,0.0,60.0,60.0,39.548435182772394,0.0,26.7172543242082,0.0,-315.8673564042549,-0.5484351827723941,3.7461538461538457,-26.7172543242082,60.0,65.67961387389866,39.0,3.7461538461538457,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2031,2.031,39.0,3.8057692307692306,0.0,60.0,60.0,39.5749945034184,0.0,26.401386967803944,0.0,-315.3269444157797,-0.5749945034184023,3.8057692307692306,-26.401386967803944,60.0,65.55175995977322,39.0,3.8057692307692306,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2032,2.032,39.0,3.865384615384615,0.0,60.0,60.0,39.601238226914,0.0,26.086060023388164,0.0,-314.7613436047998,-0.6012382269139991,3.865384615384615,-26.086060023388164,60.0,65.42539665560928,39.0,3.865384615384615,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2033,2.033,39.0,3.925,0.0,60.0,60.0,39.627166906265586,0.0,25.771298679783364,0.0,-314.17085524316957,-0.627166906265586,3.925,-25.771298679783364,60.0,65.30053472708018,39.0,3.925,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2034,2.034,39.0,3.9846153846153847,0.0,60.0,60.0,39.65278111951775,0.0,25.457127824540194,0.0,-313.55578005889447,-0.6527811195177478,3.9846153846153847,-25.457127824540194,60.0,65.1771843291422,39.0,3.9846153846153847,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2035,2.035,39.0,4.044230769230769,0.0,60.0,60.0,39.67808146945226,0.0,25.1435720444813,0.0,-312.9164182123885,-0.678081469452259,4.044230769230769,-25.1435720444813,60.0,65.05535500753201,39.0,4.044230769230769,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2036,2.036,39.0,4.103846153846154,0.0,60.0,60.0,39.70306858328764,0.0,24.83065562626891,0.0,-312.2530692730165,-0.7030685832876387,4.103846153846154,-24.83065562626891,60.0,64.93505570052558,39.0,4.103846153846154,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2037,2.037,39.0,4.163461538461538,0.0,60.0,60.0,39.72774311237927,0.0,24.518402556995895,0.0,-311.5660321959238,-0.7277431123792724,4.163461538461538,-24.518402556995895,60.0,64.81629474095926,39.0,4.163461538461538,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2038,2.038,39.0,4.223076923076922,0.0,60.0,60.0,39.75210573192017,0.0,24.20683652479997,0.0,-330.764108564056,-0.7521057319201674,4.223076923076922,-24.20683652479997,60.0,64.69907985851414,39.0,4.223076923076922,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2039,2.039,39.0,4.282692307692308,0.0,60.0,60.0,39.77614718639068,0.0,23.876072416235914,0.0,-333.45272339912884,-0.7761471863906806,4.282692307692308,-23.876072416235914,60.0,64.57605464895902,39.0,4.282692307692308,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2040,2.04,39.0,4.342307692307692,0.0,60.0,60.0,39.79985653244522,0.0,23.542619692836784,0.0,-336.25828725642083,-0.7998565324452187,4.342307692307692,-23.542619692836784,60.0,64.45350992771104,39.0,4.342307692307692,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2041,2.041,39.0,4.401923076923077,0.0,60.0,60.0,39.82323102299443,0.0,23.206361405580363,0.0,-339.17688206227683,-0.8232310229944275,4.401923076923077,-23.206361405580363,60.0,64.3314480614762,39.0,4.401923076923077,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2042,2.042,39.0,4.461538461538462,0.0,60.0,60.0,39.84626779595897,0.0,22.867184523518088,0.0,-342.20468988438586,-0.8462677959589726,4.461538461538462,-22.867184523518088,60.0,64.20987562698299,39.0,4.461538461538462,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2043,2.043,39.0,4.521153846153846,0.0,60.0,60.0,39.86896387813755,0.0,22.5249798336337,0.0,-345.33797233807195,-0.8689638781375493,4.521153846153846,-22.5249798336337,60.0,64.08880336303375,39.0,4.521153846153846,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2044,2.044,39.0,4.5807692307692305,0.0,60.0,60.0,39.891316188985016,0.0,22.17964186129563,0.0,-348.57305638639264,-0.8913161889850159,4.5807692307692305,-22.17964186129563,60.0,63.96824613114961,39.0,4.5807692307692305,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2045,2.045,39.0,4.640384615384615,0.0,60.0,60.0,39.913321544318116,0.0,21.831068804909236,0.0,-351.90632448946815,-0.9133215443181157,4.640384615384615,-21.831068804909236,60.0,63.84822288180526,39.0,4.640384615384615,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2046,2.046,39.0,4.699999999999999,0.0,60.0,60.0,39.934976659960775,0.0,21.479162480419767,0.0,-355.3342077115608,-0.9349766599607747,4.699999999999999,-21.479162480419767,60.0,63.72875662415102,39.0,4.699999999999999,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2047,2.047,39.0,4.759615384615384,0.0,60.0,60.0,39.95627815533734,0.0,21.123828272708206,0.0,-358.8531808389122,-0.956278155337337,4.759615384615384,-21.123828272708206,60.0,63.60987439772906,39.0,4.759615384615384,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2048,2.048,39.0,4.819230769230769,0.0,60.0,60.0,39.97722255701962,0.0,20.764975091869292,0.0,-362.45975886387737,-0.9772225570196227,4.819230769230769,-20.764975091869292,60.0,63.491607245099345,39.0,4.819230769230769,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2049,2.049,39.0,4.878846153846154,0.0,60.0,60.0,39.997806302232064,0.0,20.402515333005415,0.0,-366.15049439678194,-0.997806302232064,4.878846153846154,-20.402515333005415,60.0,63.37399018456642,39.0,4.878846153846154,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2050,2.05,39.0,4.938461538461538,0.0,60.0,60.0,40.01802574231787,0.0,20.036364838608634,0.0,-369.92197570703553,-1.0180257423178674,4.938461538461538,-20.036364838608634,60.0,63.257062182382704,39.0,4.938461538461538,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2051,2.051,39.0,4.998076923076923,0.0,60.0,60.0,40.037877146168626,0.0,19.666442862901597,0.0,-373.770825190417,-1.0378771461686256,4.998076923076923,-19.666442862901597,60.0,63.1408661239278,39.0,4.998076923076923,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2052,2.052,39.0,5.0576923076923075,0.0,60.0,60.0,40.05735670361893,0.0,19.29267203771118,0.0,-377.6936981242833,-1.0573567036189289,5.0576923076923075,-19.29267203771118,60.0,63.02544878344527,39.0,5.0576923076923075,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2053,2.053,39.0,5.117307692307692,0.0,60.0,60.0,40.07646052880758,0.0,18.9149783395869,0.0,-381.6872816166379,-1.07646052880758,5.117307692307692,-18.9149783395869,60.0,62.910860791973285,39.0,5.117307692307692,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2054,2.054,39.0,5.176923076923076,0.0,60.0,60.0,40.09518466350636,0.0,18.53329105797026,0.0,-385.7482936849431,-1.095184663506359,5.176923076923076,-18.53329105797026,60.0,62.7971566031412,39.0,5.176923076923076,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2055,2.055,39.0,5.236538461538462,0.0,60.0,60.0,40.11352508041749,0.0,18.147542764285316,0.0,-389.873482420964,-1.1135250804174888,5.236538461538462,-18.147542764285316,60.0,62.68439445652773,39.0,5.236538461538462,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2056,2.056,39.0,5.296153846153846,0.0,60.0,60.0,40.13147768644056,0.0,17.757669281864352,0.0,-394.0596252116909,-1.1314776864405616,5.296153846153846,-17.757669281864352,60.0,62.572636338291424,39.0,5.296153846153846,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2057,2.057,39.0,5.35576923076923,0.0,60.0,60.0,40.14903832590982,0.0,17.36360965665266,0.0,-398.30352799565424,-1.149038325909821,5.35576923076923,-17.36360965665266,60.0,62.46194793879391,39.0,5.35576923076923,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2058,2.058,39.0,5.415384615384616,0.0,60.0,60.0,40.166202783802476,0.0,16.965306128657005,0.0,-402.60202454008237,-1.1662027838024756,5.415384615384616,-16.965306128657005,60.0,62.352398606942515,39.0,5.415384615384616,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2059,2.059,39.0,5.475,0.0,60.0,60.0,40.18296678891886,0.0,16.56270410411692,0.0,-406.9519757282897,-1.1829667889188613,5.475,-16.56270410411692,60.0,62.24406130098301,39.0,5.475,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2060,2.06,39.0,5.534615384615384,0.0,60.0,60.0,40.19932601703511,0.0,16.15575212838863,0.0,-411.3502688489696,-1.199326017035112,5.534615384615384,-16.15575212838863,60.0,62.13701253547626,39.0,5.534615384615384,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2061,2.061,39.0,5.594230769230769,0.0,60.0,60.0,40.21527609402908,0.0,15.74440185953966,0.0,-415.79381688012467,-1.215276094029079,5.594230769230769,-15.74440185953966,60.0,62.03133232419465,39.0,5.594230769230769,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2062,2.062,39.0,5.653846153846153,0.0,60.0,60.0,40.23081259898018,0.0,15.328608042659535,0.0,-420.27955776026926,-1.2308125989801795,5.653846153846153,-15.328608042659535,60.0,61.9271041186772,39.0,5.653846153846153,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2063,2.063,39.0,5.713461538461537,0.0,60.0,60.0,40.24593106724396,0.0,14.908328484899267,0.0,-424.804453638343,-1.2459310672439585,5.713461538461537,-14.908328484899267,60.0,61.82441474218465,39.0,5.713461538461537,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2064,2.064,39.0,5.773076923076923,0.0,60.0,60.0,40.260626993502036,0.0,14.483524031260924,0.0,-429.3654900912392,-1.2606269935020364,5.773076923076923,-14.483524031260924,60.0,61.723354318799885,39.0,5.773076923076923,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2065,2.065,39.0,5.832692307692307,0.0,60.0,60.0,40.27489583478825,0.0,14.054158541169684,0.0,-433.9596752936588,-1.2748958347882535,5.832692307692307,-14.054158541169684,60.0,61.62401619742365,39.0,5.832692307692307,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2066,2.066,39.0,5.892307692307691,0.0,60.0,60.0,40.28873301349178,0.0,13.620198865876025,0.0,-438.58403911846494,-1.288733013491779,5.892307692307691,-13.620198865876025,60.0,61.526496870421695,39.0,5.892307692307691,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2067,2.067,39.0,5.951923076923077,0.0,60.0,60.0,40.30213392033809,0.0,13.18161482675756,0.0,-443.23563213590234,-1.3021339203380933,5.951923076923077,-13.18161482675756,60.0,61.43089588668714,39.0,5.951923076923077,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2068,2.068,39.0,6.011538461538461,0.0,60.0,60.0,40.31509391734878,0.0,12.738379194621658,0.0,-447.9115244654541,-1.3150939173487828,6.011538461538461,-12.738379194621658,60.0,61.337315758891584,39.0,6.011538461538461,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2069,2.069,39.0,6.071153846153846,0.0,60.0,60.0,40.327608340781175,0.0,12.290467670156204,0.0,-452.6088044125659,-1.3276083407811754,6.071153846153846,-12.290467670156204,60.0,61.24586186471013,39.0,6.071153846153846,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2070,2.07,39.0,6.13076923076923,0.0,60.0,60.0,40.339672504049126,0.0,11.837858865743637,0.0,-457.32457679075475,-1.3396725040491262,6.13076923076923,-11.837858865743637,60.0,61.15664234181979,39.0,6.13076923076923,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2071,2.071,39.0,6.190384615384616,0.0,60.0,60.0,40.35128170062648,0.0,11.380534288952882,0.0,-462.0559607829623,-1.3512817006264797,6.190384615384616,-11.380534288952882,60.0,61.06976797648762,39.0,6.190384615384616,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2072,2.072,39.0,6.25,0.0,60.0,60.0,40.36243120693504,0.0,10.91847832816992,0.0,-466.8000871274148,-1.3624312069350424,6.25,-10.91847832816992,60.0,60.98535208558459,39.0,6.25,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2073,2.073,39.0,6.309615384615384,0.0,60.0,60.0,40.37311628521965,0.0,10.451678241042504,0.0,-471.55409431248347,-1.373116285219652,6.309615384615384,-10.451678241042504,60.0,60.903510391883664,39.0,6.309615384615384,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2074,2.074,39.0,6.36923076923077,0.0,60.0,60.0,40.38333218641353,0.0,9.98012414673002,0.0,-476.315123316899,-1.3833321864135328,6.36923076923077,-9.98012414673002,60.0,60.824360892525156,39.0,6.36923076923077,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2075,2.075,39.0,6.428846153846154,0.0,60.0,60.0,40.3930741529986,0.0,9.50380902341312,0.0,-481.08031021408385,-1.3930741529986008,6.428846153846154,-9.50380902341312,60.0,60.74802372055826,39.0,6.428846153846154,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2076,2.076,39.0,6.488461538461538,0.0,60.0,60.0,40.40233742186691,0.0,9.022728713199037,0.0,-485.8467756395675,-1.4023374218669105,6.488461538461538,-9.022728713199037,60.0,60.67462099949192,39.0,6.488461538461538,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2077,2.077,39.0,6.548076923076923,0.0,60.0,60.0,40.411117227192285,0.0,8.53688193755947,0.0,-490.6116096506521,-1.4111172271922854,6.548076923076923,-8.53688193755947,60.0,60.60427669080648,39.0,6.548076923076923,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2078,2.078,39.0,6.607692307692307,0.0,60.0,60.0,40.41940880332502,0.0,8.046270327908818,0.0,-495.37184981718184,-1.4194088033250196,6.607692307692307,-8.046270327908818,60.0,60.53711643438086,39.0,6.607692307692307,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
2079,2.079,39.0,6.667307692307691,0.0,60.0,60.0,40.42720738772802,0.0,7.550898478091637,0.0,-500.12444936797243,-1.4272073877280178,6.667307692307691,-7.550898478091637,60.0,60.473267381765034,39.0,6.667307692307691,0.0,60.0,0.0,0.0,0.0,0.0,1,1,1,1,1
